LP,YEAR,MONTH,ATTENDANCE_RATE
LP_0002,2023,4,0.6730309274795094
LP_0002,2023,5,0.5983129109143651
LP_0002,2023,6,0.5685584682866552
LP_0002,2023,7,0.5952222342908728
LP_0002,2023,8,0.6728324584463286
LP_0002,2023,9,0.6083543393841196
LP_0002,2023,10,0.7119581766766485
LP_0002,2023,11,0.8301275611156429
LP_0002,2023,12,0.6120244016127143
LP_0003,2021,1,0.6325768993223884
LP_0003,2021,2,0.6772349127932499
LP_0003,2021,3,0.5516922853954579
LP_0003,2021,4,0.6781572499901598
LP_0003,2021,5,0.7665957324744243
LP_0003,2021,6,0.7126834117498531
LP_0003,2021,7,0.8322855081824321
LP_0003,2021,8,0.5705987311187866
LP_0003,2021,9,0.7139076487137659
LP_0003,2021,10,0.6860879545638771
LP_0003,2021,11,0.9123186698429688
LP_0003,2021,12,0.8618124965179659
LP_0003,2022,1,0.6610671472768096
LP_0003,2022,2,0.9812545101817942
LP_0003,2022,3,0.6276263093510107
LP_0003,2022,4,0.5724045600393889
LP_0003,2022,5,0.7656625854310476
LP_0003,2022,6,0.9589130268758841
LP_0003,2022,7,0.923308075675991
LP_0003,2022,8,0.7953496765409214
LP_0003,2022,9,0.6184660394377636
LP_0003,2022,10,0.9433570621122456
LP_0003,2022,11,0.5402545912458149
LP_0003,2022,12,0.9132301643694754
LP_0003,2023,1,0.7234646328911161
LP_0003,2023,2,0.6392466627449876
LP_0003,2023,3,0.9992626800117043
LP_0003,2023,4,0.5639079039230764
LP_0003,2023,5,0.7603152307121064
LP_0003,2023,6,0.6750008390599507
LP_0003,2023,7,0.6755924708617587
LP_0003,2023,8,0.5071861621016298
LP_0003,2023,9,0.7181582648821281
LP_0003,2023,10,0.8973592653651277
LP_0003,2023,11,0.8310560257879429
LP_0003,2023,12,0.9415956032890813
LP_0004,2021,1,0.5646646476951769
LP_0004,2021,2,0.9144173188271731
LP_0004,2021,3,0.6006759853769932
LP_0004,2021,4,0.7846167490514095
LP_0004,2021,5,0.6657722639055099
LP_0004,2021,6,0.9510239243810585
LP_0004,2021,7,0.9937101482035071
LP_0004,2021,8,0.8734312627597312
LP_0004,2021,9,0.5435557015325208
LP_0004,2021,10,0.5104179789801342
LP_0004,2021,11,0.9769918254587615
LP_0004,2021,12,0.9966226821269399
LP_0004,2022,1,0.8378657097907478
LP_0004,2022,2,0.5765005898967482
LP_0004,2022,3,0.8764732324570217
LP_0004,2022,4,0.9918199821829792
LP_0004,2022,5,0.8558705366382877
LP_0004,2022,6,0.9455790321183367
LP_0004,2022,7,0.9150091292250998
LP_0004,2022,8,0.9083701687584912
LP_0004,2022,9,0.9571899936973491
LP_0004,2022,10,0.5521400757070691
LP_0004,2022,11,0.6457228266009543
LP_0004,2022,12,0.6358804863831836
LP_0004,2023,1,0.5130286566383293
LP_0004,2023,2,0.6216703898841681
LP_0004,2023,3,0.7684658218240951
LP_0004,2023,4,0.9546479962898924
LP_0004,2023,5,0.9689118031292057
LP_0004,2023,6,0.964517876538001
LP_0004,2023,7,0.8303789474922298
LP_0004,2023,8,0.9224773426816164
LP_0004,2023,9,0.8224742617041465
LP_0004,2023,10,0.71214271627413
LP_0004,2023,11,0.791717899395707
LP_0004,2023,12,0.831694802249851
LP_0005,2021,1,0.9113144270462601
LP_0005,2021,2,0.9234151262938424
LP_0005,2021,3,0.97813465456161
LP_0005,2021,4,0.9483211119785298
LP_0005,2021,5,0.8186584615302253
LP_0005,2021,6,0.770063437122885
LP_0005,2021,7,0.8855404459508603
LP_0005,2021,8,0.6244622289280751
LP_0005,2021,9,0.5817651332151834
LP_0005,2021,10,0.5769621451611715
LP_0005,2021,11,0.8122626910855584
LP_0005,2021,12,0.5731702085631353
LP_0005,2022,1,0.7936089247197502
LP_0005,2022,2,0.9061327478595151
LP_0005,2022,3,0.7236196474719485
LP_0005,2022,4,0.8289072456175111
LP_0005,2022,5,0.8766806428242573
LP_0005,2022,6,0.9601186475562264
LP_0005,2022,7,0.5361539727032396
LP_0005,2022,8,0.7042894057180744
LP_0005,2022,9,0.9465740647347038
LP_0005,2022,10,0.8550389799221927
LP_0005,2022,11,0.9774270206738178
LP_0005,2022,12,0.6483576713175346
LP_0005,2023,1,0.7362745050937933
LP_0005,2023,2,0.5131430370218442
LP_0005,2023,3,0.8732104995926091
LP_0005,2023,4,0.5628278594516828
LP_0005,2023,5,0.7945212669299282
LP_0005,2023,6,0.6269153798927063
LP_0005,2023,7,0.6629513261766036
LP_0005,2023,8,0.5482859816571988
LP_0005,2023,9,0.9481016227443972
LP_0005,2023,10,0.7455998086142007
LP_0005,2023,11,0.9703752039991804
LP_0005,2023,12,0.8741698830500388
LP_0006,2021,1,0.8513686080970752
LP_0006,2021,2,0.6422454438843708
LP_0006,2021,3,0.7186282458596979
LP_0006,2021,4,0.6149748586751616
LP_0006,2021,5,0.8004566255470895
LP_0006,2021,6,0.8850751367744084
LP_0006,2021,7,0.5787245538169967
LP_0006,2021,8,0.8112110782676987
LP_0006,2021,9,0.7858083942105369
LP_0006,2021,10,0.9186266237640306
LP_0006,2021,11,0.7494792547134204
LP_0006,2021,12,0.638850070152424
LP_0006,2022,1,0.5736841415780285
LP_0006,2022,2,0.5065272300484839
LP_0006,2022,3,0.5692287635935684
LP_0006,2022,4,0.7439100349182239
LP_0006,2022,5,0.5628496552065065
LP_0006,2022,6,0.509738689576278
LP_0006,2022,7,0.5698974398049985
LP_0006,2022,8,0.6715157716934319
LP_0006,2022,9,0.7123351564281013
LP_0006,2022,10,0.9841372155220631
LP_0006,2022,11,0.9848128722907479
LP_0006,2022,12,0.8658675628088037
LP_0006,2023,1,0.7134009877182677
LP_0006,2023,2,0.6169193700543755
LP_0006,2023,3,0.6149172545713669
LP_0006,2023,4,0.9908546022785927
LP_0006,2023,5,0.9847307282406845
LP_0006,2023,6,0.7656128064165706
LP_0006,2023,7,0.7095130724804702
LP_0006,2023,8,0.9710705061004654
LP_0006,2023,9,0.8348720446416472
LP_0006,2023,10,0.9365280457389493
LP_0006,2023,11,0.7626536488384053
LP_0006,2023,12,0.5658491326243555
LP_0007,2021,1,0.7941720487487457
LP_0007,2021,2,0.535688924601184
LP_0007,2021,3,0.9232386889357629
LP_0007,2021,4,0.9483822488482796
LP_0007,2021,5,0.5171053741106301
LP_0007,2021,6,0.7338072510445544
LP_0007,2021,7,0.600964725155047
LP_0007,2021,8,0.6184774341690809
LP_0007,2021,9,0.5180488386218383
LP_0007,2021,10,0.7865985858754532
LP_0007,2021,11,0.8299010382171144
LP_0007,2021,12,0.725759873817058
LP_0007,2022,1,0.626920508636265
LP_0007,2022,2,0.8771169932372846
LP_0007,2022,3,0.9030672912261403
LP_0007,2022,4,0.8398157066289891
LP_0007,2022,5,0.8147462234729026
LP_0007,2022,6,0.5278684590369187
LP_0007,2022,7,0.8351793436412802
LP_0007,2022,8,0.8324960463633894
LP_0007,2022,9,0.56203994186685
LP_0007,2022,10,0.6855843256088269
LP_0007,2022,11,0.8640146662964978
LP_0007,2022,12,0.7437226552399272
LP_0007,2023,1,0.8822656423467019
LP_0007,2023,2,0.6498771501083604
LP_0007,2023,3,0.8734214132125622
LP_0007,2023,4,0.8415536153462089
LP_0007,2023,5,0.9580217810571634
LP_0007,2023,6,0.9817658379021694
LP_0007,2023,7,0.5357295410523344
LP_0007,2023,8,0.5161067838883213
LP_0007,2023,9,0.5381752092819748
LP_0007,2023,10,0.7321655698425016
LP_0007,2023,11,0.9625052500038956
LP_0007,2023,12,0.7442248933933614
LP_0008,2021,1,0.5970404121547151
LP_0008,2021,2,0.9605095518690588
LP_0008,2021,3,0.7421163966775014
LP_0008,2021,4,0.9656772208447373
LP_0008,2021,5,0.5654592915200534
LP_0008,2021,6,0.7638043201718069
LP_0008,2021,7,0.7511497869154897
LP_0008,2021,8,0.8272032600425496
LP_0008,2021,9,0.9431117332127015
LP_0008,2021,10,0.9469804025549478
LP_0008,2021,11,0.8017557006239647
LP_0008,2021,12,0.9825191867935277
LP_0008,2022,1,0.5950612912789262
LP_0008,2022,2,0.7117939932050352
LP_0008,2022,3,0.9745240122666462
LP_0008,2022,4,0.7010600985623825
LP_0008,2022,5,0.6656496416999352
LP_0008,2022,6,0.5469313330014536
LP_0008,2022,7,0.8999656540774901
LP_0008,2022,8,0.8009491417890017
LP_0008,2022,9,0.6133696770571868
LP_0008,2022,10,0.5965101437520857
LP_0008,2022,11,0.8570576772149248
LP_0008,2022,12,0.6034345526011085
LP_0008,2023,1,0.7783735548961254
LP_0008,2023,2,0.8857559359149481
LP_0008,2023,3,0.7626535926254976
LP_0008,2023,4,0.5234123675724245
LP_0008,2023,5,0.75158380893536
LP_0008,2023,6,0.7897395123370234
LP_0008,2023,7,0.6520446510220642
LP_0008,2023,8,0.7408257656819426
LP_0008,2023,9,0.7988224480841275
LP_0008,2023,10,0.8919520380893924
LP_0008,2023,11,0.5042688475694405
LP_0008,2023,12,0.6477025913848109
LP_0009,2021,1,0.8696972750961138
LP_0009,2021,2,0.9398928765759291
LP_0009,2021,3,0.7850391924095402
LP_0009,2021,4,0.9976049720891246
LP_0009,2021,5,0.7159838421967527
LP_0009,2021,6,0.7865268501541867
LP_0009,2021,7,0.5671979475369233
LP_0009,2021,8,0.5071531304808535
LP_0009,2021,9,0.6413482174081973
LP_0009,2021,10,0.7541800475124113
LP_0009,2021,11,0.5866716844256863
LP_0009,2021,12,0.8622945057518785
LP_0009,2022,1,0.8462429610116498
LP_0009,2022,2,0.7751646396151013
LP_0009,2022,3,0.6474086282022319
LP_0009,2022,4,0.6425610429994639
LP_0009,2022,5,0.6089381820759141
LP_0009,2022,6,0.9152914868511941
LP_0009,2022,7,0.8354971481129553
LP_0009,2022,8,0.7719042548909221
LP_0009,2022,9,0.8108051677435174
LP_0009,2022,10,0.5334625898239127
LP_0009,2022,11,0.7101677215798172
LP_0009,2022,12,0.9775860106667096
LP_0009,2023,1,0.5986543020292472
LP_0009,2023,2,0.8910205372784686
LP_0009,2023,3,0.9122669121164062
LP_0009,2023,4,0.7577896431695978
LP_0009,2023,5,0.9554503775442431
LP_0009,2023,6,0.9629192923765041
LP_0009,2023,7,0.6299838978048776
LP_0009,2023,8,0.9659576600905182
LP_0009,2023,9,0.6398703243492089
LP_0009,2023,10,0.5813069693767478
LP_0009,2023,11,0.5811724665751359
LP_0009,2023,12,0.9780039207936417
LP_0010,2021,1,0.7146143762140954
LP_0010,2021,2,0.6351245233390771
LP_0010,2021,3,0.6243630125928004
LP_0010,2021,4,0.6693643636831587
LP_0010,2021,5,0.9283497699793961
LP_0010,2021,6,0.590930107820214
LP_0010,2021,7,0.8103611446766528
LP_0010,2021,8,0.6399622421107569
LP_0010,2021,9,0.9730191337029501
LP_0010,2021,10,0.608601920549922
LP_0010,2021,11,0.873519164113576
LP_0010,2021,12,0.7779000882198126
LP_0010,2022,1,0.6796504843504079
LP_0010,2022,2,0.7219231412218197
LP_0010,2022,3,0.8479176079616564
LP_0010,2022,4,0.6889039258851809
LP_0010,2022,5,0.831863727344855
LP_0010,2022,6,0.9578738812916805
LP_0010,2022,7,0.6822251181739326
LP_0010,2022,8,0.562180501416749
LP_0010,2022,9,0.5460254003169758
LP_0010,2022,10,0.6251870185649651
LP_0010,2022,11,0.5030596039006182
LP_0010,2022,12,0.5782206326255099
LP_0010,2023,1,0.7132912269925391
LP_0010,2023,2,0.6314675829054572
LP_0010,2023,3,0.8803023855097263
LP_0010,2023,4,0.5565097807486847
LP_0010,2023,5,0.5129802274187247
LP_0010,2023,6,0.9372344713806382
LP_0010,2023,7,0.543273918852067
LP_0010,2023,8,0.8705488092268172
LP_0010,2023,9,0.5899257456170577
LP_0010,2023,10,0.657333131793238
LP_0010,2023,11,0.7779854237820089
LP_0010,2023,12,0.9681789093963497
LP_0011,2021,1,0.8005249699073674
LP_0011,2021,2,0.7133600996729141
LP_0011,2021,3,0.6857267182808078
LP_0011,2021,4,0.9199646244591795
LP_0011,2021,5,0.6938558412533862
LP_0011,2021,6,0.8427172412115757
LP_0011,2021,7,0.9534533153985778
LP_0011,2021,8,0.6412517869247639
LP_0011,2021,9,0.8453510879471413
LP_0011,2021,10,0.9134602454106233
LP_0011,2021,11,0.6361219066023398
LP_0011,2021,12,0.6835416670273471
LP_0011,2022,1,0.6114320983565826
LP_0011,2022,2,0.8324884032622893
LP_0011,2022,3,0.8284740494919126
LP_0011,2022,4,0.6971736698449118
LP_0011,2022,5,0.9451168470061049
LP_0011,2022,6,0.7903622487368771
LP_0011,2022,7,0.555851512308326
LP_0011,2022,8,0.6246565599424612
LP_0011,2022,9,0.9201017101150409
LP_0011,2022,10,0.7400824670168675
LP_0011,2022,11,0.6483393205888079
LP_0011,2022,12,0.5168256152750693
LP_0011,2023,1,0.6133068436137905
LP_0011,2023,2,0.5270394012554493
LP_0011,2023,3,0.6936053337969323
LP_0011,2023,4,0.9643610564440779
LP_0011,2023,5,0.7121262018802041
LP_0011,2023,6,0.980614665058503
LP_0011,2023,7,0.6656248449170651
LP_0011,2023,8,0.9558858229872738
LP_0011,2023,9,0.7631252542070707
LP_0011,2023,10,0.9804543348983059
LP_0011,2023,11,0.6291405160188308
LP_0011,2023,12,0.7934105868684127
LP_0012,2021,1,0.6952750813886692
LP_0012,2021,2,0.662426012973055
LP_0012,2021,3,0.6924110408593325
LP_0012,2021,4,0.5220161370310333
LP_0012,2021,5,0.6847746240931262
LP_0012,2021,6,0.8936563449301388
LP_0012,2021,7,0.9351259607817043
LP_0012,2021,8,0.9316189643977257
LP_0012,2021,9,0.5298031595737679
LP_0012,2021,10,0.8290381432945918
LP_0012,2021,11,0.5970311756593896
LP_0012,2021,12,0.659969366583091
LP_0012,2022,1,0.8223931721886235
LP_0012,2022,2,0.9759859504309438
LP_0012,2022,3,0.5773762975604763
LP_0012,2022,4,0.9272829436837348
LP_0012,2022,5,0.9510358317740549
LP_0012,2022,6,0.7855007280099233
LP_0012,2022,7,0.9142802013631228
LP_0012,2022,8,0.6681910736283118
LP_0012,2022,9,0.734168908290413
LP_0012,2022,10,0.6862521927531204
LP_0012,2022,11,0.5928054801232651
LP_0012,2022,12,0.7214634407287244
LP_0012,2023,1,0.791240443478251
LP_0012,2023,2,0.952993583841663
LP_0012,2023,3,0.5147344567150207
LP_0012,2023,4,0.7211369627716722
LP_0012,2023,5,0.516535114013171
LP_0012,2023,6,0.6156739918723255
LP_0012,2023,7,0.7928008130860359
LP_0012,2023,8,0.8482639798208267
LP_0012,2023,9,0.6329920741467714
LP_0012,2023,10,0.8672975335873736
LP_0012,2023,11,0.621002335775473
LP_0012,2023,12,0.9910841067271194
LP_0013,2021,1,0.7078878339863337
LP_0013,2021,2,0.9469430980243391
LP_0013,2021,3,0.8436886585201245
LP_0013,2021,4,0.9414245540641091
LP_0013,2021,5,0.6104134530376975
LP_0013,2021,6,0.7359682692240915
LP_0013,2021,7,0.713427731419148
LP_0013,2021,8,0.5682943345250218
LP_0013,2021,9,0.7455586925567554
LP_0013,2021,10,0.5020797315524156
LP_0013,2021,11,0.7789514148156587
LP_0013,2021,12,0.8232127799963435
LP_0013,2022,1,0.5012020259227203
LP_0013,2022,2,0.6245728812761231
LP_0013,2022,3,0.5323697404458012
LP_0013,2022,4,0.6568908062746934
LP_0013,2022,5,0.5312329393928892
LP_0013,2022,6,0.9959105824397192
LP_0013,2022,7,0.868018676666793
LP_0013,2022,8,0.9227163408768511
LP_0013,2022,9,0.7056373362801609
LP_0013,2022,10,0.7904972912987371
LP_0013,2022,11,0.8694737911368637
LP_0013,2022,12,0.6577091523852223
LP_0013,2023,1,0.7017780970790678
LP_0013,2023,2,0.7438188020470289
LP_0013,2023,3,0.573037214414122
LP_0013,2023,4,0.548280211989201
LP_0013,2023,5,0.5618279554856802
LP_0013,2023,6,0.5435968056925177
LP_0013,2023,7,0.5230684986346725
LP_0013,2023,8,0.5220970152969688
LP_0013,2023,9,0.5142554343266297
LP_0013,2023,10,0.6923307811314191
LP_0013,2023,11,0.893579576770664
LP_0013,2023,12,0.5928682982733118
LP_0014,2021,1,0.7723543922867389
LP_0014,2021,2,0.8682620411602937
LP_0014,2021,3,0.7436971371421868
LP_0014,2021,4,0.7679560248604149
LP_0014,2021,5,0.8363270050805423
LP_0014,2021,6,0.9942883255463442
LP_0014,2021,7,0.6738239312500269
LP_0014,2021,8,0.6025324894086974
LP_0014,2021,9,0.8031889595930799
LP_0014,2021,10,0.7041898951795921
LP_0014,2021,11,0.6113875020747199
LP_0014,2021,12,0.7024779935176384
LP_0014,2022,1,0.5947151832569183
LP_0014,2022,2,0.6961784585141652
LP_0014,2022,3,0.6428509036934477
LP_0014,2022,4,0.686527474846077
LP_0014,2022,5,0.6996858743737702
LP_0014,2022,6,0.8916819148145003
LP_0014,2022,7,0.933818006203714
LP_0014,2022,8,0.9026071614819089
LP_0014,2022,9,0.7568451171229181
LP_0014,2022,10,0.9840322718759328
LP_0014,2022,11,0.5697774618448019
LP_0014,2022,12,0.5141079118860092
LP_0014,2023,1,0.507185797977661
LP_0014,2023,2,0.9067128800007384
LP_0014,2023,3,0.937672136257548
LP_0014,2023,4,0.5272824517427415
LP_0014,2023,5,0.5677415379818843
LP_0014,2023,6,0.730771845008845
LP_0014,2023,7,0.5750487950171002
LP_0014,2023,8,0.6076843824520488
LP_0014,2023,9,0.847403409176086
LP_0014,2023,10,0.5522687297548541
LP_0014,2023,11,0.8496608551972435
LP_0014,2023,12,0.5766639904252189
LP_0015,2021,1,0.6311563325981896
LP_0015,2021,2,0.7064940753618962
LP_0015,2021,3,0.7601342200482984
LP_0015,2021,4,0.6176320408905164
LP_0015,2021,5,0.8150948108423524
LP_0015,2021,6,0.5116256255844362
LP_0015,2021,7,0.549237668504498
LP_0015,2021,8,0.7423533371062495
LP_0015,2021,9,0.9963585299290209
LP_0015,2021,10,0.9781449477947426
LP_0015,2021,11,0.6667253403418327
LP_0015,2021,12,0.9147598085650523
LP_0015,2022,1,0.8233192452258313
LP_0015,2022,2,0.5000091729345919
LP_0015,2022,3,0.6946842095413539
LP_0015,2022,4,0.8796860919793297
LP_0015,2022,5,0.8278103760729945
LP_0015,2022,6,0.9109538819330293
LP_0015,2022,7,0.7864120832993646
LP_0015,2022,8,0.9954644449685734
LP_0015,2022,9,0.5663681070509342
LP_0015,2022,10,0.8200512772122882
LP_0015,2022,11,0.6291839328117491
LP_0015,2022,12,0.8650473502646117
LP_0015,2023,1,0.7347191422351517
LP_0015,2023,2,0.7397200805116986
LP_0015,2023,3,0.617355379918848
LP_0015,2023,4,0.9682547779547841
LP_0015,2023,5,0.917172927446146
LP_0015,2023,6,0.8675513001307157
LP_0015,2023,7,0.9046082152694688
LP_0015,2023,8,0.9332905945210317
LP_0015,2023,9,0.8715094970684474
LP_0015,2023,10,0.6080367716864281
LP_0015,2023,11,0.5200302488177173
LP_0015,2023,12,0.8425643514177381
LP_0016,2021,1,0.6216597376060762
LP_0016,2021,2,0.6062663042821861
LP_0016,2021,3,0.9633874070517747
LP_0016,2021,4,0.533322913304243
LP_0016,2021,5,0.8320984142192371
LP_0016,2021,6,0.8906190034783688
LP_0016,2021,7,0.6086173283108411
LP_0016,2021,8,0.6156730963924781
LP_0016,2021,9,0.9025756781576582
LP_0016,2021,10,0.5069771131324721
LP_0016,2021,11,0.5462494023991358
LP_0016,2021,12,0.756978066092829
LP_0016,2022,1,0.5774748577008859
LP_0016,2022,2,0.5758752235903148
LP_0016,2022,3,0.8006783359013707
LP_0016,2022,4,0.9343995950617531
LP_0016,2022,5,0.8010668485457052
LP_0016,2022,6,0.7854877301729262
LP_0016,2022,7,0.9869499888040889
LP_0016,2022,8,0.5822692145972235
LP_0016,2022,9,0.8725826649916322
LP_0016,2022,10,0.920886327537916
LP_0016,2022,11,0.6265785885665106
LP_0016,2022,12,0.6099016135858715
LP_0016,2023,1,0.6558342854698735
LP_0016,2023,2,0.9811541900804077
LP_0016,2023,3,0.6203260135891829
LP_0016,2023,4,0.8974744506783138
LP_0016,2023,5,0.7633761131957855
LP_0016,2023,6,0.8184477087766616
LP_0016,2023,7,0.5137238059879594
LP_0016,2023,8,0.9507605920077167
LP_0016,2023,9,0.6383546184924653
LP_0016,2023,10,0.5447953397135423
LP_0016,2023,11,0.5133575744015255
LP_0016,2023,12,0.8355318579968944
LP_0017,2021,1,0.759574232633084
LP_0017,2021,2,0.7910702281311354
LP_0017,2021,3,0.7554425316001419
LP_0017,2021,4,0.6011883498877989
LP_0017,2021,5,0.5827883417196762
LP_0017,2021,6,0.9191281960922109
LP_0017,2021,7,0.5484622255031885
LP_0017,2021,8,0.8768482121027839
LP_0017,2021,9,0.8263912136490593
LP_0017,2021,10,0.6135886451490848
LP_0017,2021,11,0.7509327364502507
LP_0017,2021,12,0.8076066238370752
LP_0017,2022,1,0.5864845801417646
LP_0017,2022,2,0.7692308558515863
LP_0017,2022,3,0.6513915946132327
LP_0017,2022,4,0.646660131904045
LP_0017,2022,5,0.7729070521019701
LP_0017,2022,6,0.6481802631864056
LP_0017,2022,7,0.6553953153122603
LP_0017,2022,8,0.820675800619471
LP_0017,2022,9,0.7145800587595237
LP_0017,2022,10,0.7899826116190609
LP_0017,2022,11,0.742186642848218
LP_0017,2022,12,0.795696920046211
LP_0017,2023,1,0.5745330358647545
LP_0017,2023,2,0.5514328873990952
LP_0017,2023,3,0.6265267864305698
LP_0017,2023,4,0.9951108865283405
LP_0017,2023,5,0.8523571661980593
LP_0017,2023,6,0.5708232033454641
LP_0017,2023,7,0.9088768347601124
LP_0017,2023,8,0.9482033360044784
LP_0017,2023,9,0.959072887271621
LP_0017,2023,10,0.8396603840522963
LP_0017,2023,11,0.8497450874116455
LP_0017,2023,12,0.9197063810004691
LP_0018,2021,1,0.6859416906969336
LP_0018,2021,2,0.5269282431066642
LP_0018,2021,3,0.6011342522795167
LP_0018,2021,4,0.9456726511025807
LP_0018,2021,5,0.7699725968552082
LP_0018,2021,6,0.5584040321465394
LP_0018,2021,7,0.5209212941547436
LP_0018,2021,8,0.5000696087163257
LP_0018,2021,9,0.5544454604770197
LP_0018,2021,10,0.5619540592100712
LP_0018,2021,11,0.8479700496158545
LP_0018,2021,12,0.5225276477137692
LP_0018,2022,1,0.842541532647506
LP_0018,2022,2,0.7960972853130599
LP_0018,2022,3,0.7363593165138387
LP_0018,2022,4,0.7312966087572681
LP_0018,2022,5,0.7030551250481072
LP_0018,2022,6,0.5577809749100437
LP_0018,2022,7,0.864544269142826
LP_0018,2022,8,0.5838698532940685
LP_0018,2022,9,0.8267714399104238
LP_0018,2022,10,0.9165435718110913
LP_0018,2022,11,0.9479424650639137
LP_0018,2022,12,0.8991884390921592
LP_0018,2023,1,0.5019978271814911
LP_0018,2023,2,0.6631250967146162
LP_0018,2023,3,0.9124671212055409
LP_0018,2023,4,0.8841977211450589
LP_0018,2023,5,0.7026121439383224
LP_0018,2023,6,0.7660916779991458
LP_0018,2023,7,0.6148852133286955
LP_0018,2023,8,0.631526227754259
LP_0018,2023,9,0.7187215322819948
LP_0018,2023,10,0.7227489248110538
LP_0018,2023,11,0.8965266133745333
LP_0018,2023,12,0.7261952511732324
LP_0019,2021,1,0.8409287452165302
LP_0019,2021,2,0.572016322488997
LP_0019,2021,3,0.8453915277636979
LP_0019,2021,4,0.5362826747298919
LP_0019,2021,5,0.5321696566699348
LP_0019,2021,6,0.9803599290499938
LP_0019,2021,7,0.6000192863744274
LP_0019,2021,8,0.9760382386747877
LP_0019,2021,9,0.9531699953388238
LP_0019,2021,10,0.6161883555363845
LP_0019,2021,11,0.820128780974999
LP_0019,2021,12,0.9507441601427984
LP_0019,2022,1,0.5925480820786462
LP_0019,2022,2,0.681186148942789
LP_0019,2022,3,0.6773179736223868
LP_0019,2022,4,0.8166005054564065
LP_0019,2022,5,0.979183169846619
LP_0019,2022,6,0.53517781196673
LP_0019,2022,7,0.8247380880001173
LP_0019,2022,8,0.6704591469928601
LP_0019,2022,9,0.6409434086049824
LP_0019,2022,10,0.5505279048562106
LP_0019,2022,11,0.5286107213653426
LP_0019,2022,12,0.8425619925113002
LP_0019,2023,1,0.7505133530758994
LP_0019,2023,2,0.8882075399912093
LP_0019,2023,3,0.9869987945770078
LP_0019,2023,4,0.5142889640502917
LP_0019,2023,5,0.7524636222478405
LP_0019,2023,6,0.6935808508728862
LP_0019,2023,7,0.5118805314689726
LP_0019,2023,8,0.7803616714691217
LP_0019,2023,9,0.6891189572203432
LP_0019,2023,10,0.6210680456385398
LP_0019,2023,11,0.7916919246231171
LP_0019,2023,12,0.9850015500648601
LP_0020,2021,1,0.7104955474559699
LP_0020,2021,2,0.6731590192893403
LP_0020,2021,3,0.6614517215009035
LP_0020,2021,4,0.5987430438242931
LP_0020,2021,5,0.8339115592767935
LP_0020,2021,6,0.9545034110801933
LP_0020,2021,7,0.7524927184553001
LP_0020,2021,8,0.6741878079922794
LP_0020,2021,9,0.5897470113623162
LP_0020,2021,10,0.91703809613688
LP_0020,2021,11,0.8712662122558286
LP_0020,2021,12,0.6107631273776839
LP_0020,2022,1,0.893342475468002
LP_0020,2022,2,0.5387899955659261
LP_0020,2022,3,0.6778616555341745
LP_0020,2022,4,0.565938306980339
LP_0020,2022,5,0.9171212831206725
